transaction_id,posting_date,txn_description,amount_ccy,currency_code,category_label
3d7862f0-7d10-47c1-aaec-873a6f68376d,25-05-2025,AMAZON FRESH GROCERY,-56.15,USD,Groceries
809303c9-edcb-41b9-8eed-63832a363c15,05-08-2025,AMAZON FRESH SUPERMARKET,-76.42,USD,Groceries
26f20aad-bedf-4413-8137-0c9a25aac284,05-02-2025,AMAZON FRESH SUPERMARKET,-462.75,USD,Groceries
da1db343-77e5-4767-ae0a-60b21e14abf6,12-10-2025,TRADER JOES SUPERMARKET,-200.0,USD,Groceries
083bd403-69a9-4b88-8843-ef11f7afd936,26-07-2025,WHOLEFOODS SUPERMARKET,-248.4,USD,Groceries
93f182fc-8817-49dc-9694-e5881d0ec2cc,18-11-2025,WHOLEFOODS GROCERY,-345.03,USD,Groceries
35c5d30e-1c68-4845-bc6f-5e2ec5bfa3ef,15-03-2025,TRADER JOES,-249.75,USD,Groceries
f870e10a-f12b-44d6-9bf1-80781ed3fc61,19-04-2025,amazon fresh grocery id6623 pos106 online pymt,-238.26,USD,Groceries
3418b182-34b8-45bb-8a91-0a21ad7b469e,03-10-2025,TRADER JOES SUPERMARKET,-464.92,USD,Groceries
94153efc-0344-4f8c-aff2-b4cbb0431f9b,03-12-2024,AMAZON FRESH GROCERY,-455.88,USD,Groceries
95a9d94f-e9d0-4ac8-85a4-6d46676284ce,16-10-2025,tRAdeR JOES SUpERMArKET oNLinE PYMT,-258.61,USD,Groceries
c5690fe4-8f7b-4795-b1b1-8310d953c33c,26-07-2025,whole fd supermarket pos786,-437.49,USD,Groceries
ca5123ae-2ddc-4f96-aae7-1f0e87ea7ea5,27-03-2025,TRADER JOES SUPERMARKET,-234.45,USD,Groceries
0641fe05-0856-41d5-b28f-1332c0d7034e,12-07-2025,AMAZON FRESH GROCERY,-229.33,USD,Groceries
23204309-2df3-4491-b130-38b758e97273,28-03-2025,TRADER JOES SUPERMARKET,-285.71,USD,Groceries
480200c0-03d9-46f9-99b0-e48884281deb,21-03-2025,WHOLEFOODS SUPERMARKET,-456.18,USD,Groceries
434f317a-a663-426f-8e23-f3e7687f44c3,06-12-2024,trdr joes grocery pos459 online pymt,-218.89,USD,Groceries
8b83737b-f6ef-4ebd-ac06-890cd5ae6026,10-10-2025,TRADER JOES GROCERY,-457.51,USD,Groceries
7bbadca9-6d2b-4529-a9d2-cc23506a1b16,25-05-2025,AMAZON FRESH,-56.24,USD,Groceries
48ea075d-40ac-4681-b900-d8b85a7b17ad,07-03-2025,WHOLEFOODS,-492.62,USD,Groceries
02dece08-8f6d-41d7-b1e0-a784f9ead2b8,15-07-2025,TRADER JOES SUPERMARKET,-387.25,USD,Groceries
71ac3cf3-2014-48a5-82bf-6c81192416f3,03-07-2025,TRADER JOES,-376.04,USD,Groceries
028da02c-4a3e-4663-b57e-7488b92bd259,27-11-2024,WHOLEFOODS SUPERMARKET,-452.55,USD,Groceries
33de7a1b-798e-461b-8436-0e0328763ac8,07-03-2025,AMAZON FRESH SUPERMARKET,-444.21,USD,Groceries
48ad79e4-5b63-48f7-a006-34142105ca4f,24-06-2025,TRADER JOES SUPERMARKET,-424.82,USD,Groceries
77a443cf-872f-4ba9-857e-7f910521d9d0,16-05-2025,WHOLEFOODS SUPERMARKET,-182.58,USD,Groceries
d0af2c14-7b72-4ef3-9ee0-edd39e630153,10-12-2024,Trader Joes Id4999,-19.04,USD,Groceries
3ff38b68-30fc-4e58-b85d-2fc528925196,27-12-2024,AMAZON FRESH,-44.43,USD,Groceries
eb6b3595-dab9-4152-acfb-f22dc6b00471,16-04-2025,WHOLEFOODS,-472.89,USD,Groceries
3f793b79-f0f6-49cc-bebc-308b8c079ade,24-12-2024,WHOLEFOODS GROCERY,-110.87,USD,Groceries
1b80c1da-34b1-4d54-a33c-faae7b183234,03-01-2025,WHOLEFOODS GROCERY,-334.57,USD,Groceries
db1d5d79-a66a-40fc-8102-a4b511a3c711,22-03-2025,TRADER JOES GROCERY,-196.79,USD,Groceries
edd52036-8dd5-4a6d-bafe-5aeefabf963a,08-08-2025,TRADER JOES GROCERY,-249.25,USD,Groceries
3ff232c7-162c-4715-8a69-11f3f9469a09,02-10-2025,WHOLEFOODS GROCERY,-227.58,USD,Groceries
98eef34f-2585-4980-b155-28191a11074d,18-11-2025,AMAZON FRESH,-166.08,USD,Groceries
6c832596-5d9a-419c-ac0f-e365f40e3225,16-09-2025,AMAZON FRESH GROCERY,-485.52,USD,Groceries
cfe4db62-75db-4e52-9c40-78d730898333,22-12-2024,WHOLEFOODS GROCERY,-361.72,USD,Groceries
b8a7201e-8658-4060-bd85-f470979f683d,24-03-2025,TRADER JOES,-428.17,USD,Groceries
b148b957-7d84-4be3-ac46-143912576306,21-10-2025,AMAZON FRESH SUPERMARKET,-410.28,USD,Groceries
8e91cc6c-4ebb-41f4-bdb5-58d00dce6ae2,08-06-2025,WHOLEFOODS SUPERMARKET,-284.49,USD,Groceries
8bc3b421-1f28-4f5d-a51d-76a38258c124,24-02-2025,WHOLEFOODS,-385.22,USD,Groceries
0ecdf8e6-7b54-453c-9fa7-231aeb1f9c48,11-01-2025,WHOLEFOODS SUPERMARKET,-422.24,USD,Groceries
753650b2-2345-480e-8a29-e14b9b77563f,21-06-2025,TRADER JOES SUPERMARKET,-452.1,USD,Groceries
2a4454c4-0e82-4eb9-b7a5-7d88c3c2eb3f,30-05-2025,AMAZON FRESH SUPERMARKET,-366.93,USD,Groceries
501b0b3b-d02d-4d93-b329-12be89f17d71,19-01-2025,TRADER JOES GROCERY,-221.07,USD,Groceries
05171fbd-0fb1-4efa-b6e7-6fbe4e4ce29c,12-02-2025,AMAZON FRESH,-415.93,USD,Groceries
e1a28858-6306-4fbc-bf14-7333994139ec,23-05-2025,WHOLEFOODS,-189.03,USD,Groceries
16fea958-f921-4f06-9bbb-ef339a580e05,14-10-2025,TRADER JOES GROCERY ID2546,-320.77,USD,Groceries
a2dda606-0140-413c-ae77-b0c20eefd946,13-03-2025,TRADER JOES,-110.73,USD,Groceries
bb6475d2-269c-408f-90f9-01ece1553227,13-12-2024,trdr joes id6864 online pymt,-33.13,USD,Groceries
68ea9456-06d1-4cd3-9613-95d2bc69c287,25-07-2025,WHOLEFOODS,-373.15,USD,Groceries
9cf6f06c-148d-405e-94d0-21c8667631c2,03-09-2025,AMAZON FRESH GROCERY,-283.58,USD,Groceries
272c0256-7449-405f-92ee-17399d06fc99,02-08-2025,WHOLEFOODS,-404.31,USD,Groceries
07afa474-d283-437d-ac3a-83ab37c9c348,20-03-2025,AMAZON FRESH GROCERY,-485.43,USD,Groceries
c11990e7-0908-4e3b-a808-5c8806fe46e4,29-09-2025,TRADER JOES,-147.13,USD,Groceries
12a1e450-f4df-40ab-a56e-98dd8ca716ae,15-03-2025,WHOLEFOODS GROCERY,-469.7,USD,Groceries
df17d704-6d0f-43fd-b29a-aa9edee36f2e,20-04-2025,TRADER JOES SUPERMARKET,-223.84,USD,Groceries
600db4bf-2833-4187-ba91-d5d163c75b02,26-07-2025,TRADER JOES SUPERMARKET,-202.75,USD,Fees
2fc58237-2fb9-499c-828e-bec0f6ef38f7,01-09-2025,WHOLEFOODS GROCERY,-61.92,USD,Groceries
f4f65555-4220-496c-9521-67b8b704fa3e,28-07-2025,AMAZON FRESH,-238.74,USD,Groceries
154877f9-526d-4458-8c0e-178cccca7110,20-09-2025,TRADER JOES,-222.46,USD,Groceries
d888bb0f-369d-472a-a363-b785d2c21a05,12-11-2025,TRADER JOES,-10.66,USD,Groceries
5508652b-dab9-4273-b5e4-80cd7b95213e,23-09-2025,TRADER JOES,-451.11,USD,Groceries
86bd85e6-3dd1-46b2-8bfd-082df146f210,15-05-2025,WHOLEFOODS GROCERY,-249.96,USD,Groceries
e35cf54e-01e2-4419-bdb2-433446e9f5e1,13-12-2024,Trdr Joes Supermarket Id2231,-98.21,USD,Groceries
1590dda4-6bea-4e49-93d2-363afb2bdf16,21-04-2025,TRADER JOES GROCERY,-6.99,USD,Fees
ade1c732-31d9-4127-8280-8e6f376fe865,15-06-2025,TRADER JOES SUPERMARKET,-419.66,USD,Groceries
03c16f3f-b2df-4e13-a413-937c5c5c5f59,31-05-2025,TRADER JOES GROCERY,-79.65,USD,Groceries
d2743883-2ef8-4560-9780-dc604b074a44,30-03-2025,TRADER JOES SUPERMARKET,-91.45,USD,Groceries
a9b28538-0944-4dc3-bf79-57cb0f7bc5ae,10-12-2024,Wholefoods Supermarket Online Pymt,-100.06,USD,Groceries
d3cb26ad-26b7-4549-874f-780b5389d463,06-01-2025,WHOLEFOODS,-401.62,USD,Groceries
0f70230f-848c-44ef-8f96-8f4f35c0725e,10-08-2025,TRADER JOES SUPERMARKET,-381.01,USD,Groceries
78489287-416c-4a5f-9afd-cc8b9eac9a53,07-03-2025,TRADER JOES GROCERY,-85.64,USD,Groceries
fa862f0b-66c0-42fa-b3d3-3be828f3abf9,25-10-2025,whole fd grocery id9141,-5.51,USD,Groceries
03574eb6-a5b8-4ffd-8746-de9f1c05b5b8,04-03-2025,AMAZON FRESH GROCERY,-163.07,USD,Groceries
acd7f2cc-b55f-40c6-aece-8eb9b7e68b7c,10-03-2025,TRADER JOES SUPERMARKET,-451.89,USD,Groceries
c6876840-4c31-47f8-8d5c-844a4eba7831,03-08-2025,TRADER JOES,-178.06,USD,Groceries
b277897e-95ed-4d34-a1a4-d5fd881a0449,03-04-2025,WHOLEFOODS SUPERMARKET,-457.67,USD,Travel
01b927f7-9207-488c-aa66-3345dbe1b58c,21-08-2025,AMAZON FRESH SUPERMARKET,-49.0,USD,Groceries
d27efda4-19f6-4fee-a71f-0e6abd18fbbe,06-04-2025,AMAZON FRESH SUPERMARKET,-392.9,USD,Groceries
6c4487d9-ab1a-47e3-9f3a-e0fe158e0c35,12-03-2025,TRADER JOES GROCERY,-155.15,USD,Groceries
e2b2ef87-d6d3-4b63-9e0a-5ef5c18a60d0,08-04-2025,WHOLEFOODS SUPERMARKET,-275.04,USD,Groceries
2d9be3a5-f557-4166-9e19-1a39b5719bd8,06-09-2025,WHOLEFOODS,-204.36,USD,Groceries
150e839a-59d2-41e5-960d-4505b57e5fe5,23-01-2025,AMAZON FRESH GROCERY,-188.31,USD,Groceries
542b7771-9f21-457a-b487-17709649955f,24-08-2025,TRADER JOES,-252.02,USD,Groceries
01666128-08c8-4903-9948-d198d12598a0,20-07-2025,AMAZON FRESH,-159.39,USD,Groceries
3cb091b8-de21-4227-bd3f-099081087e16,15-12-2024,WHOLEFOODS,-233.94,USD,Groceries
d3121030-ee37-44fd-a183-a8390a472143,05-05-2025,AMAZON FRESH SUPERMARKET,-159.14,USD,Groceries
f59be79c-0553-47cd-8b00-013c6d6fdf9d,02-10-2025,trader joes pos408,-423.47,USD,Groceries
b4e961f1-2833-42e4-93d5-8e390720992a,03-10-2025,AMAZON FRESH,-400.39,USD,Groceries
08f3de17-9c8c-4f1e-9e45-8306bf1ab949,04-04-2025,TRADER JOES SUPERMARKET,-472.45,USD,Groceries
fc3bcad0-9f2e-4807-8d93-7b2fd52d97b9,23-02-2025,WHOLEFOODS,-356.98,USD,Groceries
babde792-4637-445d-921e-4946546aa1b6,21-01-2025,AMAZON FRESH GROCERY,-487.86,USD,Groceries
a7fc3f8a-9834-4ece-9c2a-de87c41ca6c8,19-06-2025,AMAZON FRESH SUPERMARKET,-143.15,USD,Groceries
438634aa-8288-4648-81e3-9dcc38d6d2da,17-04-2025,WHOLEFOODS GROCERY,-45.13,USD,Groceries
729ffaad-9434-4286-8169-1361b675fea1,02-02-2025,trader joes supermarket pos794 online pymt,-205.44,USD,Groceries
9694051b-3be3-456d-9f0b-d39a5fa9639f,22-01-2025,WHOLEFOODS GROCERY,-187.84,USD,Groceries
47d2d80a-39b1-4627-b242-d6aadbf41966,14-04-2025,WHOLEFOODS SUPERMARKET,-385.08,USD,Fuel
66a126ec-f687-46bf-9078-8bacd4c57993,03-07-2025,Trader Joes Grocery,-305.69,USD,Groceries
28e877f0-4b5d-40ef-aa81-eb0130f40578,28-09-2025,WHOLEFOODS,-289.1,USD,Groceries
aa0cd97b-a36a-4249-9458-666fb3cd0563,02-06-2025,AMAZON FRESH SUPERMARKET,-33.15,USD,Groceries
169f7986-60db-4fe0-9be7-edfcab02513d,04-04-2025,WHOLEFOODS SUPERMARKET,-473.59,USD,Groceries
313d6b1e-005a-4251-a71d-b5cb117c9390,17-07-2025,TRADER JOES GROCERY,-75.06,USD,Groceries
5896a22f-e141-4c33-a202-72ba71914b09,28-07-2025,AMAZON FRESH GROCERY,-268.69,USD,Groceries
dca57f9b-a8b1-4344-a032-f60a5013e090,17-03-2025,TRDR JOES GROCERY POS386,-63.63,USD,Groceries
6c9959d7-8a06-48d4-9c9e-5a93c83f1be0,05-01-2025,AMAZON FRESH SUPERMARKET,-220.52,USD,Groceries
0913dd2c-cc7a-4790-b48b-b93edef0b97d,20-08-2025,WHOLEFOODS,-320.59,USD,Groceries
c80c492a-dc66-462f-841d-5f91054d76f8,27-08-2025,TRADER JOES GROCERY,-201.1,USD,Groceries
9b30f3a1-4417-4252-810f-fdb1a3ea3f41,17-02-2025,amazon fresh id8333 pos653,-61.66,USD,Groceries
3479833d-cf81-432c-9089-8d39ed398bf1,29-11-2024,AMAZON FRESH SUPERMARKET,-458.12,USD,Groceries
4cab6357-7eb9-457f-b1ec-d4ce974d47dc,29-08-2025,AMAZON FRESH SUPERMARKET,-329.1,USD,Groceries
283d72ba-3659-40b3-a705-9a33eee84e7f,29-03-2025,WHOLEFOODS GROCERY,-358.11,USD,Groceries
4aa0a9ba-788b-4333-b418-bdb8c15eb883,08-11-2025,AMAZON FRESH,-377.88,USD,Groceries
938ba377-08e2-4b8f-bab7-d77d768939eb,10-07-2025,TRADER JOES,-61.08,USD,Groceries
8e2b1289-ca13-48a5-bf9a-8ebb780bb9a2,22-04-2025,TRADER JOES,-197.27,USD,Groceries
6a468803-7186-461d-8e76-36a4133770e4,28-08-2025,AMAZON FRESH GROCERY,-350.22,USD,Groceries
55b42eea-ebc7-461b-9a86-f4d5ad3a80dc,15-10-2025,TRADER JOES SUPERMARKET,-151.35,USD,Coffee/QuickBite
db522db5-d5b8-41df-ad3e-919150e8e101,14-08-2025,AMAZON FRESH,-433.36,USD,Groceries
a0599655-56e8-4e7d-b3df-5bb187beb6e2,24-02-2025,TRADER JOES SUPERMARKET,-418.68,USD,Groceries
e85d4762-3def-4061-9932-3a472d17ca40,12-09-2025,AMZ FRESH POS414,-79.75,USD,Groceries
0a6d2e35-fdc7-48ec-939d-f426d4c2a1f9,27-03-2025,WHOLEFOODS SUPERMARKET,-90.77,USD,Groceries
932c2385-35d9-45b6-9e12-e3f537c9e29f,27-06-2025,TRADER JOES GROCERY,-419.22,USD,Groceries
f10435b9-4049-4f5c-97d3-159891442070,09-08-2025,AMAZON FRESH,-471.25,USD,Groceries
c600f63f-8e48-4228-9d55-839de0c1883b,18-07-2025,WHOLefooDS SUPeRMaRKET iD3626,-280.28,USD,Groceries
4ce14b83-6f6c-4115-b27a-20dd38178988,12-10-2025,AMAZON FRESH,-479.5,USD,Groceries
131e997d-b286-4c69-9f41-980b4725fcfa,24-06-2025,WHOLEFOODS GROCERY,-211.69,USD,Groceries
6d7bc163-5943-449c-b192-bc357e0b6b50,23-06-2025,Trader Joes Grocery Id6943 Pos620,-176.08,USD,Groceries
a4e34c44-c414-47a1-a27e-213dafe204a9,08-08-2025,TRADER JOES SUPERMARKET,-15.67,USD,Groceries
7666d48b-2189-45a6-beca-e602eb59784a,04-09-2025,AMAZON FRESH SUPERMARKET,-68.61,USD,Groceries
4a2678ce-6215-4cd5-98ab-331fe8290d97,18-07-2025,WHOLEFOODS SUPERMARKET,-143.71,USD,Groceries
fc29c56a-cdc9-46a5-b6f5-0cd4fed56d80,16-10-2025,TRADER JOES GROCERY,-456.16,USD,Groceries
f4521ec7-4385-4abe-97df-c0c751393277,18-08-2025,WHOLEFOODS,-208.57,USD,Groceries
22a95648-154f-411a-97e1-f9c936a710d3,16-04-2025,AMAZON FRESH,-257.26,USD,Groceries
05d4f22c-cb81-4786-bd70-e28453a76996,29-07-2025,BURGER SHACK RESTAURANT ID2447 POS632,-176.21,USD,Dining
55123103-3b2c-4929-9c31-299a511367fe,25-07-2025,pizza hut dining id8599 pos201 online pymt,-34.32,USD,Dining
363e3b95-8df5-4b42-b299-b3176360da99,06-08-2025,RESTAURANT X RESTAURANT,-137.41,USD,Dining
7012c404-d1f0-4f71-ac18-9f66ccbec89a,11-07-2025,RESTAURANT X,-289.06,USD,Dining
341f696f-b7c3-42a3-a564-5ae422110c00,26-01-2025,PIZZA HUT DINING,-373.81,USD,Dining
04b8fd9d-3eca-45cf-9166-4ca8abab6c60,11-09-2025,PIZZA HUT,-110.9,USD,Dining
eed36e68-639d-4d4b-9b00-6de849a492f7,16-08-2025,RESTAURANT X,-498.63,USD,Dining
afbfeaf0-1c56-4d74-93f8-3de278a9a894,26-05-2025,PIZZA HUT,-479.99,USD,Dining
5d0c4ad8-efba-47a2-a01d-7d38bccd053b,08-10-2025,BURGER SHACK DINING,-466.37,USD,Dining
27abecc6-c20f-4e8a-9426-d0d6c6717536,10-12-2024,RESTAURANT X RESTAURANT,-474.02,USD,Dining
c74af6ab-23e1-4446-aed8-97d65def7dc0,12-12-2024,PIZZA HUT,-221.41,USD,Health
d93a3fb5-b3ab-4281-9be0-3a047c3929ae,27-11-2024,RESTAURANT X,-63.82,USD,Dining
aaea3126-fc0e-444d-b2a8-e55e43d2db5c,23-05-2025,BURGER SHACK RESTAURANT,-198.51,USD,Dining
d1a9318a-6e6d-4900-96c7-10a649ffb5e4,23-05-2025,PIZZA HUT RESTAURANT,-360.73,USD,Dining
1bd2fdd0-f9b2-4cb9-a385-99c01b506a90,30-08-2025,PIZZA HUT DINING,-292.71,USD,Dining
ee9724ba-a420-4911-90f0-e6e3660523ca,30-06-2025,RESTAURANT X DINING,-371.21,USD,Dining
d347a2ad-35f2-426d-bc38-26d9277d0e63,21-07-2025,PIZZA HUT RESTAURANT,-405.18,USD,Dining
a02806fc-2f77-4ebb-b2de-3396fa14c716,01-04-2025,PIZZA HUT DINING,-37.25,USD,Dining
e9e61b44-5f18-4c0e-b2a8-a0b617bd608e,18-12-2024,PIZZA HUT DINING,-27.18,USD,Dining
582f56ef-d93d-4245-bc3e-5268c275a8d5,02-11-2025,BURGER SHACK RESTAURANT,-308.75,USD,Dining
28cc58d1-a1e3-4940-af04-be87f63ab217,06-06-2025,BURGER SHACK RESTAURANT,-387.66,USD,Dining
4f51d54f-8b76-48b1-b763-1b6907cd18e1,11-03-2025,PIZZA HUT DINING,-347.89,USD,Dining
40207725-f32e-4ba8-bd44-48290058feff,13-05-2025,RESTAURANT X RESTAURANT,-302.42,USD,Dining
b25ff981-9f51-4468-9b36-3804828c7d52,24-11-2024,RESTAURANT X ID5098 ONLINE PYMT,-121.1,USD,Dining
f81b996d-db70-42e2-a161-38ba409962ab,10-12-2024,PIZZA HUT RESTAURANT,-66.68,USD,Dining
3eea3dd0-9588-4169-8208-ca7ac2c55f64,13-03-2025,RESTAURANT X RESTAURANT,-232.59,USD,Dining
cdc2fbc0-8beb-4bbe-a8ec-715c1ceb1708,05-06-2025,PIZZA HUT RESTAURANT,-393.46,USD,Dining
24a0371e-2dfd-4e04-8aeb-7ee71acc66dc,19-11-2025,Pizza Hut Dining Pos366,-257.72,USD,Dining
494a4f88-6fde-4e44-bb15-5cc4adc3f8e7,02-06-2025,PIZZA HUT RESTAURANT,-40.31,USD,Dining
